epoch,avg_return,avg_length
0,10.845528455284553,10.845528455284553
1,10.42077922077922,10.42077922077922
2,11.030303030303031,11.030303030303031
3,11.019283746556473,11.019283746556473
4,10.991758241758241,10.991758241758241
5,11.401709401709402,11.401709401709402
6,11.43142857142857,11.43142857142857
7,12.17629179331307,12.17629179331307
8,11.750733137829911,11.750733137829911
9,11.605797101449275,11.605797101449275
10,11.676384839650146,11.676384839650146
11,11.991017964071856,11.991017964071856
12,11.970238095238095,11.970238095238095
13,12.139393939393939,12.139393939393939
14,12.24390243902439,12.24390243902439
15,12.83974358974359,12.83974358974359
16,12.657232704402515,12.657232704402515
17,12.200607902735563,12.200607902735563
18,12.935483870967742,12.935483870967742
19,13.289036544850498,13.289036544850498
20,13.429530201342281,13.429530201342281
21,12.4797507788162,12.4797507788162
22,13.516891891891891,13.516891891891891
23,13.174342105263158,13.174342105263158
24,13.383333333333333,13.383333333333333
25,13.838487972508592,13.838487972508592
26,13.875432525951558,13.875432525951558
27,14.263345195729537,14.263345195729537
28,13.86551724137931,13.86551724137931
29,14.616788321167883,14.616788321167883
30,15.063909774436091,15.063909774436091
31,14.03859649122807,14.03859649122807
32,14.371428571428572,14.371428571428572
33,14.21985815602837,14.21985815602837
34,14.462093862815884,14.462093862815884
35,14.830258302583026,14.830258302583026
36,14.55072463768116,14.55072463768116
37,15.348659003831418,15.348659003831418
38,15.346007604562738,15.346007604562738
39,15.6484375,15.6484375
40,15.32567049808429,15.32567049808429
41,15.775590551181102,15.775590551181102
42,15.916666666666666,15.916666666666666
43,16.401639344262296,16.401639344262296
44,16.54320987654321,16.54320987654321
45,16.064,16.064
46,16.156,16.156
47,17.7136563876652,17.7136563876652
48,16.794979079497907,16.794979079497907
49,17.614035087719298,17.614035087719298
50,16.129032258064516,16.129032258064516
51,16.7375,16.7375
52,16.869747899159663,16.869747899159663
53,18.11764705882353,18.11764705882353
54,18.171945701357465,18.171945701357465
55,17.288793103448278,17.288793103448278
56,18.793427230046948,18.793427230046948
57,18.103603603603602,18.103603603603602
58,17.83111111111111,17.83111111111111
59,18.319634703196346,18.319634703196346
60,19.70935960591133,19.70935960591133
61,18.623255813953488,18.623255813953488
62,18.60185185185185,18.60185185185185
63,18.7196261682243,18.7196261682243
64,19.83743842364532,19.83743842364532
65,19.634146341463413,19.634146341463413
66,20.380710659898476,20.380710659898476
67,22.138121546961326,22.138121546961326
68,20.52820512820513,20.52820512820513
69,20.01,20.01
70,21.367021276595743,21.367021276595743
71,21.510752688172044,21.510752688172044
72,21.174603174603174,21.174603174603174
73,21.73913043478261,21.73913043478261
74,22.48314606741573,22.48314606741573
75,19.705882352941178,19.705882352941178
76,21.521505376344088,21.521505376344088
77,22.238888888888887,22.238888888888887
78,24.35542168674699,24.35542168674699
79,21.978021978021978,21.978021978021978
80,23.161849710982658,23.161849710982658
81,21.537634408602152,21.537634408602152
82,24.558282208588956,24.558282208588956
83,22.5561797752809,22.5561797752809
84,23.792899408284022,23.792899408284022
85,23.792899408284022,23.792899408284022
86,23.641176470588235,23.641176470588235
87,26.038961038961038,26.038961038961038
88,23.952380952380953,23.952380952380953
89,23.857142857142858,23.857142857142858
90,23.31791907514451,23.31791907514451
91,25.573248407643312,25.573248407643312
92,25.916129032258066,25.916129032258066
93,28.176056338028168,28.176056338028168
94,26.407894736842106,26.407894736842106
95,25.54140127388535,25.54140127388535
96,27.12837837837838,27.12837837837838
97,28.323943661971832,28.323943661971832
98,27.689655172413794,27.689655172413794
99,25.98701298701299,25.98701298701299
100,29.49264705882353,29.49264705882353
101,27.346938775510203,27.346938775510203
102,29.32116788321168,29.32116788321168
103,29.676470588235293,29.676470588235293
104,29.144927536231883,29.144927536231883
105,27.751724137931035,27.751724137931035
106,32.693548387096776,32.693548387096776
107,30.424242424242426,30.424242424242426
108,31.5859375,31.5859375
109,30.62121212121212,30.62121212121212
110,31.5390625,31.5390625
111,29.448529411764707,29.448529411764707
112,32.942622950819676,32.942622950819676
113,32.088,32.088
114,31.015384615384615,31.015384615384615
115,31.590551181102363,31.590551181102363
116,28.659574468085108,28.659574468085108
117,33.28099173553719,33.28099173553719
118,34.18803418803419,34.18803418803419
119,32.368,32.368
120,31.7109375,31.7109375
121,33.621848739495796,33.621848739495796
122,33.96610169491525,33.96610169491525
123,31.865079365079364,31.865079365079364
124,35.14035087719298,35.14035087719298
125,34.324786324786324,34.324786324786324
126,38.160377358490564,38.160377358490564
127,37.53703703703704,37.53703703703704
128,38.2952380952381,38.2952380952381
129,39.549019607843135,39.549019607843135
130,37.25925925925926,37.25925925925926
131,37.6822429906542,37.6822429906542
132,36.93577981651376,36.93577981651376
133,38.095238095238095,38.095238095238095
134,41.45360824742268,41.45360824742268
135,40.35,40.35
136,38.49038461538461,38.49038461538461
137,39.9009900990099,39.9009900990099
138,40.21,40.21
139,40.57575757575758,40.57575757575758
140,41.6875,41.6875
141,41.56701030927835,41.56701030927835
142,43.344086021505376,43.344086021505376
143,42.87234042553192,42.87234042553192
144,43.54347826086956,43.54347826086956
145,45.90909090909091,45.90909090909091
146,44.611111111111114,44.611111111111114
147,44.9,44.9
148,46.5632183908046,46.5632183908046
149,43.66304347826087,43.66304347826087
150,44.611111111111114,44.611111111111114
151,44.58888888888889,44.58888888888889
152,42.95744680851064,42.95744680851064
153,43.97802197802198,43.97802197802198
154,49.0,49.0
155,43.32258064516129,43.32258064516129
156,47.03488372093023,47.03488372093023
157,46.68604651162791,46.68604651162791
158,47.247058823529414,47.247058823529414
159,49.01219512195122,49.01219512195122
160,47.904761904761905,47.904761904761905
161,47.51764705882353,47.51764705882353
162,49.18292682926829,49.18292682926829
163,52.80263157894737,52.80263157894737
164,48.65060240963855,48.65060240963855
165,51.34177215189873,51.34177215189873
166,50.55,50.55
167,49.76543209876543,49.76543209876543
168,51.40506329113924,51.40506329113924
169,48.226190476190474,48.226190476190474
170,49.67901234567901,49.67901234567901
171,54.67567567567568,54.67567567567568
172,52.64473684210526,52.64473684210526
173,54.12,54.12
174,52.675324675324674,52.675324675324674
175,53.171052631578945,53.171052631578945
176,57.371428571428574,57.371428571428574
177,51.58974358974359,51.58974358974359
178,58.55072463768116,58.55072463768116
179,54.17567567567568,54.17567567567568
180,52.12987012987013,52.12987012987013
181,57.542857142857144,57.542857142857144
182,59.97014925373134,59.97014925373134
183,54.986301369863014,54.986301369863014
184,60.492537313432834,60.492537313432834
185,61.25757575757576,61.25757575757576
186,64.66129032258064,64.66129032258064
187,62.276923076923076,62.276923076923076
188,68.0,68.0
189,65.40322580645162,65.40322580645162
190,60.32835820895522,60.32835820895522
191,57.371428571428574,57.371428571428574
192,65.53225806451613,65.53225806451613
193,60.701492537313435,60.701492537313435
194,59.029411764705884,59.029411764705884
195,62.65625,62.65625
196,73.0909090909091,73.0909090909091
197,64.74603174603175,64.74603174603175
198,64.52380952380952,64.52380952380952
199,63.87301587301587,63.87301587301587
200,68.13559322033899,68.13559322033899
201,67.42622950819673,67.42622950819673
202,64.58064516129032,64.58064516129032
203,66.91666666666667,66.91666666666667
204,71.98214285714286,71.98214285714286
205,66.9,66.9
206,65.12903225806451,65.12903225806451
207,67.36666666666666,67.36666666666666
208,71.91071428571429,71.91071428571429
209,72.48214285714286,72.48214285714286
210,72.28571428571429,72.28571428571429
211,69.40677966101696,69.40677966101696
212,67.78333333333333,67.78333333333333
213,74.25925925925925,74.25925925925925
214,79.43137254901961,79.43137254901961
215,76.62264150943396,76.62264150943396
216,72.9090909090909,72.9090909090909
217,73.41818181818182,73.41818181818182
218,77.3076923076923,77.3076923076923
219,77.30188679245283,77.30188679245283
220,79.29411764705883,79.29411764705883
221,80.84,80.84
222,89.57777777777778,89.57777777777778
223,82.0,82.0
224,78.80392156862744,78.80392156862744
225,79.27450980392157,79.27450980392157
226,75.85454545454546,75.85454545454546
227,80.84,80.84
228,69.25862068965517,69.25862068965517
229,86.19148936170212,86.19148936170212
230,80.64,80.64
231,79.3529411764706,79.3529411764706
232,89.55555555555556,89.55555555555556
233,77.42307692307692,77.42307692307692
234,87.23913043478261,87.23913043478261
