epoch,avg_return,avg_length
0,24.655172413793103,24.655172413793103
1,29.21511627906977,29.21511627906977
2,32.532051282051285,32.532051282051285
3,41.59504132231405,41.59504132231405
4,42.21666666666667,42.21666666666667
5,48.58252427184466,48.58252427184466
6,55.43956043956044,55.43956043956044
7,57.13483146067416,57.13483146067416
8,54.66304347826087,54.66304347826087
9,62.18518518518518,62.18518518518518
10,75.26865671641791,75.26865671641791
11,76.95384615384616,76.95384615384616
12,80.80645161290323,80.80645161290323
13,99.33333333333333,99.33333333333333
14,115.61363636363636,115.61363636363636
15,122.70731707317073,122.70731707317073
16,131.0,131.0
17,142.27777777777777,142.27777777777777
18,137.6216216216216,137.6216216216216
19,161.625,161.625
20,175.55172413793105,175.55172413793105
21,210.33333333333334,210.33333333333334
22,233.27272727272728,233.27272727272728
23,215.75,215.75
24,210.875,210.875
25,262.65,262.65
26,273.05263157894734,273.05263157894734
27,313.70588235294116,313.70588235294116
28,360.26666666666665,360.26666666666665
29,281.27777777777777,281.27777777777777
30,314.9375,314.9375
31,311.2352941176471,311.2352941176471
32,326.1875,326.1875
33,417.0,417.0
34,318.25,318.25
35,337.8,337.8
36,316.75,316.75
37,314.70588235294116,314.70588235294116
38,367.07142857142856,367.07142857142856
39,407.3076923076923,407.3076923076923
40,371.35714285714283,371.35714285714283
41,420.0,420.0
42,454.3333333333333,454.3333333333333
43,467.54545454545456,467.54545454545456
44,444.0,444.0
45,493.6363636363636,493.6363636363636
46,468.72727272727275,468.72727272727275
47,475.72727272727275,475.72727272727275
48,488.8181818181818,488.8181818181818
49,456.90909090909093,456.90909090909093
