epoch,avg_return,avg_length
0,25.922279792746114,25.922279792746114
1,29.662721893491124,29.662721893491124
2,33.946308724832214,33.946308724832214
3,39.0703125,39.0703125
4,41.725,41.725
5,43.31896551724138,43.31896551724138
6,48.8252427184466,48.8252427184466
7,50.57575757575758,50.57575757575758
8,53.680851063829785,53.680851063829785
9,57.89655172413793,57.89655172413793
10,64.36708860759494,64.36708860759494
11,65.71428571428571,65.71428571428571
12,65.05194805194805,65.05194805194805
13,72.6,72.6
14,78.515625,78.515625
15,73.01449275362319,73.01449275362319
16,82.41935483870968,82.41935483870968
17,78.390625,78.390625
18,80.70967741935483,80.70967741935483
19,87.75862068965517,87.75862068965517
20,91.39285714285714,91.39285714285714
21,89.625,89.625
22,100.2,100.2
23,97.5,97.5
24,100.07843137254902,100.07843137254902
25,102.78,102.78
26,105.97916666666667,105.97916666666667
27,107.72340425531915,107.72340425531915
28,120.28571428571429,120.28571428571429
29,131.68421052631578,131.68421052631578
30,134.57894736842104,134.57894736842104
31,155.0,155.0
32,154.78787878787878,154.78787878787878
33,154.6060606060606,154.6060606060606
34,175.0344827586207,175.0344827586207
35,185.60714285714286,185.60714285714286
36,156.78125,156.78125
37,151.6060606060606,151.6060606060606
38,131.56410256410257,131.56410256410257
39,127.5,127.5
40,118.88372093023256,118.88372093023256
41,120.33333333333333,120.33333333333333
42,118.34883720930233,118.34883720930233
43,122.39024390243902,122.39024390243902
44,139.97297297297297,139.97297297297297
45,151.08823529411765,151.08823529411765
46,159.4375,159.4375
47,185.46428571428572,185.46428571428572
48,196.96153846153845,196.96153846153845
49,256.05,256.05
