epoch,avg_return,avg_length
0,19.525291828793776,19.525291828793776
1,23.64622641509434,23.64622641509434
2,26.405263157894737,26.405263157894737
3,27.34426229508197,27.34426229508197
4,33.858108108108105,33.858108108108105
5,37.407407407407405,37.407407407407405
6,39.47244094488189,39.47244094488189
7,44.35398230088496,44.35398230088496
8,49.67326732673267,49.67326732673267
9,54.12903225806452,54.12903225806452
10,51.97938144329897,51.97938144329897
11,64.23076923076923,64.23076923076923
12,68.04054054054055,68.04054054054055
13,78.46875,78.46875
14,89.71929824561404,89.71929824561404
15,100.3921568627451,100.3921568627451
16,107.36170212765957,107.36170212765957
17,133.3684210526316,133.3684210526316
18,126.025,126.025
19,146.57142857142858,146.57142857142858
20,139.86111111111111,139.86111111111111
21,173.9,173.9
22,181.79310344827587,181.79310344827587
23,148.61764705882354,148.61764705882354
24,156.41176470588235,156.41176470588235
25,184.57142857142858,184.57142857142858
26,189.37037037037038,189.37037037037038
27,189.88888888888889,189.88888888888889
28,222.0,222.0
29,253.04761904761904,253.04761904761904
30,273.7368421052632,273.7368421052632
31,267.10526315789474,267.10526315789474
32,303.6470588235294,303.6470588235294
33,341.375,341.375
34,388.7692307692308,388.7692307692308
35,416.7692307692308,416.7692307692308
36,388.2142857142857,388.2142857142857
37,443.6666666666667,443.6666666666667
38,452.0833333333333,452.0833333333333
39,416.61538461538464,416.61538461538464
40,425.9166666666667,425.9166666666667
41,414.0,414.0
42,410.53846153846155,410.53846153846155
43,420.8333333333333,420.8333333333333
44,401.2307692307692,401.2307692307692
45,433.0833333333333,433.0833333333333
46,429.0,429.0
47,500.0,500.0
48,445.5833333333333,445.5833333333333
49,494.8181818181818,494.8181818181818
