epoch,avg_return,avg_length
0,21.53846153846154,21.53846153846154
1,23.087155963302752,23.087155963302752
2,27.28804347826087,27.28804347826087
3,31.47798742138365,31.47798742138365
4,34.951388888888886,34.951388888888886
5,34.78472222222222,34.78472222222222
6,41.422764227642276,41.422764227642276
7,44.68141592920354,44.68141592920354
8,44.64601769911504,44.64601769911504
9,46.321100917431195,46.321100917431195
10,50.54545454545455,50.54545454545455
11,52.760416666666664,52.760416666666664
12,59.55952380952381,59.55952380952381
13,55.733333333333334,55.733333333333334
14,61.170731707317074,61.170731707317074
15,65.50649350649351,65.50649350649351
16,62.39506172839506,62.39506172839506
17,71.52112676056338,71.52112676056338
18,74.86567164179104,74.86567164179104
19,81.09677419354838,81.09677419354838
20,81.12903225806451,81.12903225806451
21,90.85714285714286,90.85714285714286
22,96.4423076923077,96.4423076923077
23,101.38,101.38
24,113.44444444444444,113.44444444444444
25,145.2,145.2
26,144.77142857142857,144.77142857142857
27,181.64285714285714,181.64285714285714
28,226.82608695652175,226.82608695652175
29,265.45,265.45
30,315.875,315.875
31,329.1875,329.1875
32,300.4117647058824,300.4117647058824
33,228.8181818181818,228.8181818181818
34,328.375,328.375
35,347.8,347.8
36,334.6,334.6
37,383.14285714285717,383.14285714285717
38,418.46153846153845,418.46153846153845
39,438.5,438.5
40,457.6363636363636,457.6363636363636
41,401.0769230769231,401.0769230769231
42,443.0,443.0
43,455.1666666666667,455.1666666666667
44,490.90909090909093,490.90909090909093
45,500.0,500.0
46,491.1818181818182,491.1818181818182
47,478.6363636363636,478.6363636363636
48,441.5833333333333,441.5833333333333
49,457.75,457.75
